ts,src,dst,sport,dport,proto,length,flow,ipd
0.0,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.0320031105746557
0.1176445484161377,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.09869307139805322
0.13825702667236328,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.013556028866347035
0.26445937156677246,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.09601580240500877
0.3748934268951416,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.07711966386729405
0.3962128162384033,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.04961657859029472
0.4186441898345947,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.027205246613136926
0.8355185985565186,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.3947847345549152
0.9506433010101318,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.1097554930773407
0.9712679386138916,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.01153797022705353
1.0809943675994873,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.09237855086317583
1.1931266784667969,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.0658457197369307
1.2123382091522217,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.03938423853074066
1.2348906993865967,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.02405541681937546
1.6324899196624756,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.38116660001081293
1.7606210708618164,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.12653743762803082
1.7797966003417969,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.0031250140063402813
1.8992395401000977,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.10203290348493864
2.01432204246521,10.0.0.3,10.0.0.4,0,0,ICMP,64,10.0.0.3_10.0.0.4_ICMP,0.1334375796374956
